,comment,rating
670,"Phone was beautiful! Was very skeptical about buying any electronics especially online however I believe it was worth the buy so far. Literally had minimal barely can see (couple small scratches), battery life came at 86%, phone was definitely unlocked as I got it activated at my phone carrier. Only con was that the phone took extremely long to properly update it literally took hours for it to work and a double reboots/factory resets. However so far so good if this changes at all I will be updating. If you’re looking for a nice affordable phone definitely invest!",5.0
671,Like the product and delivery time,5.0
672,This iPhone came in excellent condition. Works like new so far.,5.0
673,"I was really nervous about ordering this product because of the reviews. However, I decided to order the product and wait. When it arrived I opened the box and inside was the phone with a screen protected already on, inside a bubble wrap casing. With the charger and the little charger plug(?). It came with the SIM card thingy to take it out. When inspecting the phone I noticed it had very few scratches on one of the sides. The phone set up was great, just follow directions step by step. Great product honestly, and for the price it’s great. Battery life was a little low 87% battery capacity but still great. Overall, really good phone. Shipping was SUPER FAST. I ordered it on a Sunday 11/13/2022, was supposed to get it a Wednesday 11/16/2022 and it arrived on a Tuesday 11/15/22.",5.0
674,"It's been almost a year and almost everything is fine, only lately the battery hasn't lasted long.",5.0
675,"Great product, price, quality, glad I bought it.",5.0
676,"This was a birthday gift for my daughter. She has had it for over 4 months and has had zero issues. Phone arrived looking brand new, with charger. Will be purchasing more for myself, husband and mother.",4.0
677,"Very nice phone, just what I was looking for, meet my expectations, worth what I pay",5.0
678,"I think I got lucky because there is absolutely nothing wrong with what I got (cosmetic or otherwise) it works like a dream and charges to 100%.It’s important to do research and really take other reviews into account before buying. I read mixed reviews, took a chance and purchased, and am over the moon happy with what I got. Might as well be a new phone with how it looks and operates.",5.0
679,mannn im soo happy it came fast i havent had a phone in like 3 years and i been wanting this phone ever since it came out now i have it this was not a scam the phone looks great and it was cheap im soo in love p.s. i got the red one .,5.0
680,"This ""renewed"" iPhone XR is good, although the first one I received had to be returned because it wouldn't read a sim card.  It took more than two weeks to get the money back from returning the first one.  The replacement phone seems like a new one.  Good battery life; no issues.",4.0
681,This transaction left a sour taste in my mouth. I paid almost $300 for a used phone because it stated that the phone was in excellent condition and had a 90 day money back guarantee by Amazon if I wasn’t satisfied. The listing also stated free shipping with free returns. It never mentioned that I would be dealing with a reseller. It said sold by the Amazon renewed store. I had no intentions of returning the phone until I found out it was defective. The listing also claimed the phone as a tmobile US phone which I doubt since the tmobile app shows this to be yellow in color.Now I’m informed that I have to deal with a reseller who requires the original box it came in when I bought it over two weeks ago. It was a plain mailer box which I already threw away. This is not a hassle free return. If this phone worked as the listing claimed I would have kept it. I‘m now back to my old 64gb iphone XR which I upgraded with this 128gb phone. The phone is useless. Whenever I made a call no one could understand what I was saying.,1.0
682,recived phone and its not able to ADD it to my network  doe to phone not being unlocked,1.0
683,"I asked for my phone to be renewed fairly okay for cheaper, and my phone came in BRAND NEW, not a single SCRATCH, no crack no nothing , speaker sounded GREAT, comes with a charger, and is very nicely package, I’ve bought so many red iPhone XR’s off Amazon from different people and this was by far the overall BEST ONE. Thank u , I WILL use yall again! ✅✅✅",5.0
684,This IPhone looks brand new.  Not a scratch or blemish any where.  Takes great pictures too!  Thank you TRADEMORE SERVICES for sending a great phone!,5.0
685,This is my 2nd used iphone Ive gotten from Amazon. My wife bought 2 as well. I am not the guy that is into getting a new phone every year. I hold on to my phones as long as I can. I pay cash for it vs financing a phone like some do and cant justify spending over $1k on a phone when people sell cars for $1k-$2k. Phones have always worked fine and each one was a fair price. I will continue to buy my phones from Amazon until I get a reason not to.,5.0
686,phone speaker does not work. Can only hear on speaker on mode,1.0
687,"The packaging was a concern because it only had the bubble wrap protecting it but …Looked brand new, had a few scratches but not too noticeable.. it also came like 4 days earlier:) also came with a chargerJust started using it so I’ll see how it goes",4.0
688,recibido en muy buen estado. me funciono perfectamente con las telefonias moviles aqui en Panamá. 100% recomendado,5.0
689,I was definitely surprised by quality considering is from Amazon. Great buy for anyone really,5.0
690,Love the phone!!! Works perfectly and it was unlocked for me to use!!! Highly recommended to get it from this seller!!,5.0
691,This phone was sold with an OUTSTANDING bill on it so I couldn’t activate it without paying the outstanding debt. Waste of money,1.0
692,"Let me start by saying that I not only wanted this to work, I NEEDED this to work. A new phone was out of my budget so I bought this phone and the iPhone SE refurbished by Amazon.They showed up and looked great. The XR had a tiny dot, almost like a pinch, on the screen and battery life 82%. Ok, decent start. Over the first day I realized I couldn't hear from the ear piece, it sounded muffled like under water. The only way to use the phone was speaker. This was not going to work for me. So I sent it back and figured it was just bad luck.The next one came and I felt like I was one of the lucky ones. Battery life was at 90% and it looked perfect. The sound was great. It worked smoothly. I was successful.That was last week when it came. One week later and the screen just shut off at 70% battery while I was reading a message. So it was not dead. But its gone and won't turn back on.I wish I could even explain the hassle this has been. I wish I could say it was a fluke. But this is the second XR from Amazon in a row. The other iPhone SE went back as well. It was so slow and the screen was not responsive. I got locked out on the first day because the touch screen and keypad didn't respond.Please save yourself the headache. Stay far away.",1.0
693,"El teléfono está en muy buen estado, no tiene ningún golpe o quebradura en la pantalla o la parte de atrás del teléfono. La batería tiene un 86% de vida pero es un teléfono que salió al mercado hace un tiempo es entendible, pero todo funciona muy bien, además viene sin ningún bloqueo de línea que es lo una de las cosas más importantes.",5.0
694,"Even my refurbished version of this phone is great! Great battery life, excellent screen and the camera is also pretty impressive. Would order another one!",5.0
695,"So when I got the phone and opened up the very plain white box, Inside was the phone (wrapped up very nicely) and it also came with a charger brick and a charger, which is very nice! I was afraid to turn it on after reading some reviews and after I booted it up and set up my apple ID I am very pleased with my purchase so far! Haven't put my sim card in yet so we'll see how that works and I'll update everyone once I use it for a bit!",3.0
696,Lasted me years !,4.0
697,"Muy satisfecha con mi iPhone RX. El reconocimiento facial funciona perfectamente. La batería alcanza carga a 100%. La pantalla calidad 100%. Sonido Perfecto. En conclusión, un gran producto a buen precio. Lo recomiendo",5.0
698,I like it so far I see it fine It’s working very well I but it for my son he like it he haven’t complained the screen the face recognition and battery looks good so far I say if I need another one I definitely will buy it again If I don’t see nothing bad!,4.0
699,"Face recognition is very fine, Battery life is not too good just 89% and don’t take too much time without charging. The Screen is fine very clear. The cellphone looks very good, I liked. Looks like new",4.0
700,The major issue is the bright spot on the lower right hand corner of the phone.I got two phones and both had cosmetic wear. Attached is the picture with the bright while spot in the screen (circled in red) in one of the phones.I’m not happy with the return as the buyer has to pay the return shipping for the issue in the screen which can develop to a bigger pixel related screen issue.I got the renewed version from a third party seller named D’Tech,1.0
701,Everything on the phone worked other than the fact it was still carrier locked to T-mobile,1.0
702,"Everything was great about the phone. It arrived fast, and it works great. I have purchased 2 phones and they did not disappoint.",5.0
703,"The phone came in a generic box and had a generic cord and wall plug included.  No visible scratches, hard to tell it wasn’t brand new.  Battery had 80% battery life left, which is why it got a 3.  Would purchase again, it shipped quickly and the price was good.  Needed it to replace a broken iPhone14.",4.0
704,"Received an empty box with a charger and cable, no phone.... what a joke",1.0
705,Take’s horrible pics,2.0
706,Buen producto,5.0
707,First Premium phone I purchased was an Iphone XS in March of 2022.  Speaker stopped working after 6 months of the 1 year warranty and the same phone was not available so I ordered an Iphone 11 Pro for $300 more than the XS because the screen was suppose to be much better.  I could not see a difference from the XS so one day later I returned the 11 Pro.  Now Amazon says the the phone was missing from the original box.  It has been a night mare dealing with Amazon  with many phone calls.  I believe that these phones are sent to a third party for refurbishing and I suspect that is where  the phone was removed.  P.S. after getting the XR I returned the original bad XS and now 12 days later they show it was sent back but by Amaxon Hub in San Diego but has not arrived.  Again 3rd party?????  MAKE SURE IF YOU HAVE AN EXPENSIVE PHONE OR ANY EXPENSIVE ITEM YOU LEAVE THE PACKAGE OPEN SO THE AMAZON RETURN CENTER CAN VERIFY THE ITEM BEFORE SEALING THE BOX.,1.0
708,I was very nervous about purchasing a reconditioned phone.  Wife made fun of me and called me cheap. The phone is spotless and runs great. Call quality is excellent and camera is great. I bought the same iPhone XR brand new a few years ago and gave that one to my son and now I use this one.  The reconditioned phone has been great and is worth the savings.,5.0
709,Bought this for my daughter she loves it!!,5.0
710,Got the phone and it doesnt even turn on. Big waste of money and time,1.0
711,nan,1.0
712,"I bought two of these phones, one came without the chip tray, and the other does not keep the battery charge for a long time, and the seller's customer service is terrible, they never answer",1.0
713,I bought this phone as a replacement for my daughter. Well she finally needed it so I took it to get activated which is when I was told it was locked!! Now I’m out of hundreds of dollars and activation fees!! I could not locate a valid number to call for assistance!!’,1.0
714,"I’m excited about this phone,I have to issues facial recognition works fine,battery like is ok and screen quality is great.For a old used phone I don’t have any complaints honestly I love it.",5.0
715,I’ve had the phone for almost 10 months now and honestly have little to no complaints. I upgraded from an iPhone 7 to the XR (yes I know I’m always behind). I’d recommend the XR for somebody who wants to remain in the Apple ecosystem without breaking the bank. Maybe the battery life could be a little better for somebody like myself who puts a lot of hours into my phone. But it’s dependable and if you have a prior iPhone you can set it up almost instantly. Gonna try to make this phone last as long as possible,5.0
716,Very happy with this purchase. Came in excellent condition and extremely well packaged. Fully satisfied and recommend this vendor.,5.0
717,Regalo para mi hijo adolescente...,5.0
718,Stupid phone spazzes and clicks on different things as if the phone has a mind of its own. I had to buy a phone from Walmart. Same phone for less too. I should have went to Walmart first.,1.0
719,"The phone seems to be in great condition. The battery life wasn’t however on 100%, yet it was on 89% overall seems like a decent phone I have set it up and I am using it. Let’s see how it goes! Thanks!",4.0
720,EL CELULAR LLEGO EN BUEN ESTADO CON UNA BATERIA AL 97 % LLEVO 2 MESES DE USO Y EL CELULAR ME RINDE PERFECTAMENTE TODO EL DIA,5.0
721,Loved getting this fantastic phone at a great price after dropping and breaking mine. Arrived quickly and phone is in excellent condition.,5.0
722,"I bought this one to compare with a ""non-premium"" version of this same phone. To my surprise, this was in worse condition.  I have returned on October 14th. Today is November 4th, still no refund.  Very disappointed, never had any issues with refund before.",2.0
723,"Everything Is Perfect , Works As It Should Performs Ad Should Also , It Came Wen Expected To , Even Included A Glass Screen Protector Already On It & Also A Charging Cable (NoFastCharger) W/The A/C Wall Adapter",5.0
724,"it arrived on time, phone is in excellent shape!",5.0
725,"The phone over heated and I had to pay an additional 140 to fix, this vendor is trash",1.0
726,It shipped fast and came charged. Everything was included that was needed. The box came fine and the phone is great!! I charged it at 4 and I still have half my battery. Highly recommend and for the price it’s hard to beat,5.0
727,Like a brand new phone. Highly recommend this seller,5.0
728,I was skeptical buying this phone but decided to anyways. This phone came with absolutely NO SCRATCHES. Perfectly working. No issues whatsoever. Thank you so much for recycling phones and selling them at affordable prices. It’s nice to have an Apple iPhone again and I honestly will never buy a brand new iPhone ever again. Thank you!!!,5.0
729,Brought the phone about a month ago and everything is working lovely. Cosmetic issues are so small they shouldn’t count lbs. Love it,5.0
730,:),5.0
731,"The phone gets really hot if you are using it extensively or if keep it in a case while charging. It has good features, especially with the iPhone update. When I got it the battery life was only at 85 percent. It holds the charge well enough though!",1.0
732,I love my new iPhone never had one thank you,5.0
733,"It was a brand new experience less the original Apple boxes. Like many, should have gotten this much sooner. First time iPhone user and this is just fabulous.",5.0
734,"I purchased this phone with the intent of having it for a very short period of time.  My plan was to use it as a trade-in since my previous phone was too old to qualify (iPhone 6 Plus).  I purchased the phone for around $250 and got an $800 trade-in value on an iPhone 14 Pro Max, when switching from one carrier to another.  I'd been with the previous carrier for 20 some years but it was time for a change.The only thing that kept me from giving this 5 stars, is that it had non-Apple parts on it that the new carrier was somehow able to identify, maybe battery, maybe screen?  Perhaps there is some history somewhere of previous iPhone repairs.  Anyway, the replacement parts were determined to be acceptable and the $800 credit was given.  I ended up using the phone for a couple of weeks while waiting for my new phone to come in.  The phone functioned to my satisfaction.I didn't rate the face recognition because after two attempts, I did not get it to work.  My wife said I wasn't doing it right and that may be the case.  I was trying to follow the camera with my eyes when moving the phone around in the circle.  The app completed, be then said I was unable to use face recognition.  The front camera did work, so again, perhaps the failure was unrelated to the phone.For anyone who wants to try to save a few hundred dollars on trading in a phone, this may be the way to go.  As I found out though, there could potentially be some risk depending on the parts used for any repairs made.",4.0
735,no scratches on screen. battery life as stated in description. Great value for the money.,5.0
736,Honestly so far so good I got the blue iPhone xr !! I love it. It got here sooner then expected which was a plus !,4.0
737,The phone is really fresh n looks brandnew. It works very well and I am pleased. Only issue is battery life but that is all iPhones,5.0
738,"This phone is amazing. The only take away I have with it is the scratches it had in the back and sides, but none on the screen! Doesn’t really matter once I get a case anyway. The only piece of advice I have is to check the max battery when it comes in, mine was 90%!",4.0
739,Very good product,5.0
740,Phone battery is worst and functioning is poor I bought this device in June and after using 3 months phone started troublingIt’s very sad to say but this device is waste of money,1.0
741,"Buen producto buen precio, sin duda volveré a comprar",5.0
742,"The phone arrived just as described. For a refurbished item, I just noticed a couple small scratches on the back,  and the battery life is 91%. My grandson said that was really good for a phone this old.  So for just having it a week,  I think it's just as good as new for the fraction of the price.Thank you!!",5.0
743,"wow enserio¡¡¡. El precio es super accesible ya que muchos teléfonos a esa calidad de precio son muy malos y no agrada mucho. Me llego con un 95% de capacidad de batería, está super bien, no me quejo. La pantalla vino impecable, un poco sucio pero con un pañuelo se limpia fácil. La parte de atrás de iPhone vino también sin ningún rasguño, pero la cámara tenia algunos responsitos que se le sale un poco el color pero es detalle, no afecta en nada a la cámara. En si un buen producto",5.0
744,I only had the phone for a day. My only complaint is the battery life. I know it’s used but it feels like the battery dies a little fast.,4.0
745,i was alittle hesitant at first but i’ve had it over a month and it’s perfect.,5.0
746,Si todo funciona bien,4.0
747,I liked the phone in general,5.0
748,"I’m always hesitant to order refurbished electronics.  The phone looked like new, has a good warranty, and has worked fine. Best of all , I saved a ton of money!",5.0
749,"I ordered one with 256GB Not 128GB storage, kindly can you review it and replace the order.",3.0
750,Phone came in like new condition. Works great as well! Excellent battery life and super fast.,5.0
751,"The media could not be loaded.                 cosas muy minimas de las que me pudiera quejar, funciona en cdmx con telcel, a distancia de brazo se ve como nuevo, tiene unas marcas de uso natural muy minimas en frente que nada mas se notan si te pones a buscarlas pero de atras tiene una que otra me imagino de la edad del cellular, detalles minimos que no me molesta por que voy a tener una funda, el porcentaje de vida que tiene es 88% que no esta mal",5.0
752,I went on a search for a new phone when my renewed 8S finally gave up the ghost. I wanted a phone that was functional without the need for glitz and glamour. My son-in-law put the XR at the top of his preferred list. The renewed phone I received from Kiss Electronics exceeded my expectations. It appears brand new in function and performance. Battery life is 86%. I especially like the way Kiss packaged the phone was for protection. It came with a new charging cable and SIM card key. The price was reasonable as well.,5.0
753,"I’m using right now. It hasn’t done me dirty fr. IT’s battery life is dying more now since the new update but overall it’s fine to me. It has good storage, good quality and I love the features. It’s cute",4.0
754,"Her last picture, before she left us.",5.0
755,Camera is blurry when taking pictures…,1.0
756,Bought this for my daughter.  She's been bugging me for 2 years to get her an iPhone.  I can't afford anymore $on our Verizon bill so I said no.  Then she sent me the info for this and I decided to take a chance.  She loves it!  I won brownie points with my daughter and Amazon won brownie points with me.  I did purchase the insurance though just to be on the safe side.,5.0
757,Físicamente tiene rayones en la conexión,4.0
758,the seller is very fast and the phone is in excellent condition I love it,5.0
759,"This phone was in such great condition.  It was an unlocked phone, so had no problems activating on Verizon, just inserted Sim card and went through the set up.  Awesome buy!",5.0
760,I need the previous owner iCloud I don’t know what to do. The description says it’s unlocked which clearly mine is not.,1.0
761,"Product is guaranteed as ""- This product will have a battery that exceeds 80% capacity relative to new.""However, the product I received had a battery health of ""significantly degraded"" and ""service"". Battery's maximum capacity is only 71%, not the guaranteed exceeding 80% value.Phone is scratched somewhat badly on the bottom.Screen seems fine.Will see if replacement is possible. I'm assuming this product is frankly just hit or miss; you might get a decent phone or you might not. It does not seem they actually check to make sure the guarantees are there; they just make them up and hope you don't check. Make sure to check your phone's status immediately.UPDATE: Phone dies at around 95% battery life. It will not turn back on until charged, in which case it will immediately be charged to 90% battery life and repeat the same process (essentially, the phone only seems to have 5-10% battery life available). Severely degraded phone. Returning immediately and purchasing a new phone.",2.0
762,"I ordered two recommissioned iPhones to use when travelling.  They arrived promptly, beautifully packaged. Exactly as advertised, they even included screen protectors. Thank you",5.0
763,"decepción, la Pantalla no es la original, se está despintando, la batería dura poco, en fin no recomiendo",3.0
764,This phone as described. Like new condition. My son and I were both very pleased.,5.0
765,"I bought an Apple iPhone XR, 128GB, Black - Unlocked (Renewed Premium), sold and shipped by Amazon.  I paid about $55 extra to get the Amazon ""Renewed Premium"" rather than the Third-party ""Excellent Condition"" renewed phone because the former guaranteed at least a 90% battery health, while the latter guaranteed only >80%.After spending an entire day configuring the iPhone for my account and getting everything set up properly, I checked the Battery Health.  It is only 85%.  Although the phone has no scratches on either the case or the screen and it looks great, I feel like I've been ripped-off because I paid extra to ensure that I'd get a great level of battery health.  I didn't.I don't want to return the iPhone because it took so much effort to set up - and I'd have no assurance that I wouldn't get the same result with a replacement.  I feel Amazon should credit my account the $69 it will cost to replace the battery.I'm very disappointed in Amazon's service, which is a very rare occurrence.  I have usually had terrific success buying renewed goods from them in the past.  They dropped the ball in this case.  Beware!",1.0
766,Funcional al 💯,4.0
767,Received in near perfect condition. Unfortunately it was apple locked.  Tried several different Apple IDs that I have and nothing worked.  Very frustrated!!,1.0
768,They laying about the phoneBecause they said that phone is unlocked when I put my SIM card it says your phone is lockedEven I take to T-Mobile they check and say phone is locked,1.0
769,"Me agrado, pero no pude utilizarlo",5.0
770,Quality is amazing. If they didn’t tell me it was refurbished I would have never knew. If I could give it 6 stars I would.,5.0
771,"Phone is an IPhone X. It looks great, works great when it wants to. It does have an issue called “Ghost touch” which is common on the iPhone X. It opens apps and causes areas of messages not to work, will swap phone calls when you have multiple callers. It is  a pain in the butt!  Phone looks great and works fine 50% of the time.  It is a know issue with IPhones and it wasn’t corrected on this refurbished phone. The other iPhone I bought from them works just fine.",5.0
772,"It is a really good phone camera quality is good and I got in easily. It took 15-20 minutes to get all the updates uploaded,I haven’t seen I thing wrong with it I recommend buying this phone",5.0
773,i like the phone,5.0
774,We bought this for our daughter and so far it has been a great phone. Happy with our purchase!!,5.0
775,Replacing an IPhone 7,4.0
776,I realize this phone is like 4y old but it’s still super responsive. The facial recognition is amazing. It came unlocked as promised. Totally happy.,5.0
777,"Just received iPhone XR. Looks in new condition. Won’t be using face recognition, won’t know about battery life until I’ve had it awhile. Won’t know if all feature’s are working until I try them.",5.0
778,Considering I’m buying another one for my granddaughter,5.0
779,Phone works well and was in decent used condition no complaints there .  But the 3 star ⭐⭐⭐ is for the seller's choice of shipping. While USPS might be a cheaper option it's a less reliable option and a bigger hassle for the buyer to recover the package.Over all good product just hope the seller would consider a better shipping method.,3.0
780,N/a,5.0
781,"I am happy with the phone generally, but quickly found that the phone speaker is not clear and it’s hard to understand the people I’m talking with at times. Sending it back.",3.0
782,Just got it. Good already.Battery life is at 83%,5.0
783,"Came earlier than expected, ordered on Monday and arrived at my home on Tuesday, a day early. Great new condition, no scratches or issues cosmetically. Popped my SIM card in and works like a charm.",5.0
784,I Cannot hear the caller because the volume of the speaker is too low even when I adjust the volume at max..2. The body of the phone set is severly scratched.3. The battery is discharged in a very short operation time.,1.0
785,awful the screen has at least 4 big noticeable scratches and the metal silver part has even more for 290 this is not acceptable at all save your money and get a Brand new Samsung  or something similar,1.0
786,This phone is the Premium selection under warranty for a year.  Looks new.  No scratches.  When I first received it I thought the screen was scratched up but it was the plastic covering.,5.0
787,Came like brand new ! & unlocked ! You will not be disappointed!!! Highly recommend!!,5.0
788,"Worst experience since purchasing on Amazon, two month into using the phone the screen went completely blank, had to purchase a replacement.",1.0
789,Just functions like new,5.0
790,Perfect Condtion!,5.0
791,Great quality,5.0
792,"Everything works perfect. Looks really good, only couple scratches. Totally worth the money!",5.0
793,This a stolen/lost phone. You are not able to connect it to Celluar Data.DO NOT UY BIG SCAM!!,1.0
794,Battery came at 87% phone had little scratches on the edges and one small nick on the screen,2.0
795,Just as described. Love it! Came fast,5.0
796,"I had no problem with my phone , battery life is good n so is everything else. Even got it early in the mail.",5.0
797,the phone itself was fine but no where was I told that it was network locked and the sellers would not help me unlock it,1.0
798,Everything works very good there is 0 problems with this phone it comes with a screen protector and it came with a charger i love this phone 💕,5.0
799,I like the size. I do not like the sound quality.,3.0
800,Phone looked and worked like it was from the iPhone store,5.0
801,"The phone was labeled as “excellent condition.” I had purchased a phone from Amazon renewed around two years ago, the phone I received then was in near perfect condition with no visible scratches/scuffs when examining. However, I can’t say the same about this purchase. The iPhone XR I purchased from the same seller as before had scuffs around the rear camera casing, dust scratches (probably from cases) and had a few minor scratches on the front. The battery health was a 100% (probably replaced with an unofficial battery). I’m still keeping the phone because it’s an emergency but don’t expect to get a perfect looking phone. 6.5/10.Update: I’m returning this because I’ve found a better looking used iPhone XR from a different seller!",4.0
802,Overall good experience and good quality phone..Good options for anyone when looking to buy renewed phones,5.0
803,"This iPhone was in amazing condition no scratches on the device whatsoever and it also came with a Glass screen protector as an added on plus! Also provided in the box was a Sim card ejector device, new charger, and wall socket plug. Amazing price and amazing product great seller!",5.0
804,Phone is ok speaker is bad,3.0
805,On initial start up there’s a giant dead pixel area. Submitted a request for a replacement. Very disappointed with this obvious bad screen that should have been caught.,1.0
806,nan,2.0
807,The charger plug in doesn’t work unless I put the charger in a certain way,1.0
808,My techy 18 year old loves it!,5.0
809,"Wonderful phone, it came with a little tool to help me get the SD card out of one phone and put it in the other. Easy to set-up and great price.",5.0
810,Well refurbished product,5.0
811,took about a week to get but my verizon sim card worked fine all functions are as advertised and condition was better than expected,5.0
812,"the iphone is NOT unlocked, it is blocked by AT&T and I can't do anything because it has a debit balance in the account",1.0
813,The media could not be loaded.                 I see no scratches and batter life is 91%. However I received the item with screen time password on. Amazon customer care people have asked me to return the item since they can’t unlock it.,1.0
814,Not unlocked correctly,2.0
815,I order by mistake. Because the same day I bought more stuff to Amason the phone SR went to my card by mistake.,5.0
816,Over all a great phone. However when mine came in the battery health was at 81% which for me was pretty low. They do however say it will be from 80-100% so cant complain to much. Still holds a pretty good time in between charges.,4.0
817,Price was spot on and so far so good with quality,5.0
818,"The phone is In perfect condition, no scratches or cracks any wear. I’ve had no problems with this phone so far. Definitely would recommend!",5.0
819,More than what I expected in a refurbished phone! It looked brand new when I got it and I haven't had one problem with it. Very pleased!,5.0
820,"Phone is perfect but only flaws I see is a gray rounded line on the corner of the screen not always visible, and the battery health is 81%😞 replacing it soon.",4.0
821,"I thought this phone would serve my needs, sadly, it cant maintain a charge, and the longer I have it the more issues I have . So of course the problems started happening after the return period for a refund.  I now have a one way service on the phone, no one can reach me.  And I purchased Asurion to cover it and they wa t me to se d it back and they'll replace it with another refurbished unit, maybe  reimburse the cost, which leaves with a net return of $150. Dont buy one unless you are prepared for hassles.",2.0
822,Bought for my daughters birthday and she is very happy with it. Works great and looks great.,5.0
823,"The phone seemed fine until a week of use suddenly the screen shut off and wont come back on , worst part is I am out of the country now so can’t return it,  tried hard restart and all the tricks screen is just black phone is useless now . extremely disappointed.",1.0
824,Works like new and no problemas,5.0
825,The media could not be loaded.,5.0
826,"Trust me, you cannot lose. Bought this phone for almost a year now and it’s been doing me really good. Go right ahead a buy.",5.0
827,Item as described,5.0
828,I LIKE EVERYTHING ABOUT THIS PHONE. I AM GLAD I UPGRADED.,5.0
829,I’ve had the phone for a few months and haven’t had any issues,5.0
830,"I don’t know like others, but I got a brand new iphone. Everything works like intended. No complaining at all. Thank you!",5.0
831,"Replaced my husbands,  soon to be obsoleteiPhone 6S with iPhone XR. So far it is working great and easy to use. Face recognition feature is awesome",5.0
832,I'm Still waiting on my Refund  and phone was damage,1.0
833,I bought it for my Husband and he loves it.Constantly being on the phone. We both are 75years and it’s not to complicated once we get shown. He loves it!,5.0
834,It is not work for me at all,1.0
835,The iPhone speaker is already busted and we could not get it to charge until we wiggled the charging cord so it’s already worn out I would not recommend it would not buy,2.0
836,"It’s a great phone for the year, I’ve only had a couple of glitches here and there but nothing major. It’s pretty durable even without the case or screen protector camera quality is great! Love this phone so far. The battery life is okay I received 91 of battery capacity noting major but this phone is a steal for the price!",4.0
837,Bought this at 4 months ago and still works great. Well worth it to buy a renewed phone after I cracked my screen on my iPhone 8plus. Wasn’t worth paying $100 to fix screen when I could get a better phone for $250 more (with tax). And verizon wasn’t going to give me a good trade in on the iPhone 8plus (only $400) when they would give a $800 trade in on the XR. I figured this out because my kids got that for their trade in to an iPhone 13. Battery health is at 88% now and the screen was perfect. And no imperfections on back.,5.0
838,Apparently this is a refurbished phone. Could have fooled me! Everything about this phone appears to be brand new and completely flawless! I couldn’t be happier about this purchase!,5.0
839,Product works well.  Screen a bit glitchy but not bad for a refurbished product.,5.0
840,like new,5.0
841,"No scratches, case or screen. Battery health at almost 100%. Outstanding delivery with secure packaging.",5.0
842,Esta bien,5.0
843,My son loves it. It did not lose its battery capacity since I bought it some eight months ago!,5.0
844,I love this phone.No issues.,5.0
845,"I love this phone. I've had it for about 3 months now. Battery life came at 80%, so not the best but not the worst. Everything else was perfect.  Just get it",5.0
846,The phone was practically new. It was worth every penny. I will probably definitely order again from this company.,5.0
847,Omg it came with a screen protector Omg the battery is so good like I don’t charge it every night I love this phone I love this seller so much highly recommend! 👍,5.0
848,Item does does not work!!! The seller know their phones does not work!!!! They do not offer assistance!!!,1.0
849,This phone was to replace the broken phone he was using.,5.0
850,"Item defective, touchscreen doesn't work, can't clear personal info.",1.0
851,Love the color and it’s my first iPhone it’s not to bad at all!,5.0
852,"I had used an iphone 7 for years.  Upgrading was a steep learning curve for an old person,, but, I'm muddling through just fine.",5.0
853,My renewed iPhone Xr came with 85% battery life. The speakers work well the camera works well the phone itself is in great shape there’s one little mark on the very bottom of the phone which is hardly noticeable with a phone case I am just very happy with this purchase,5.0
854,Arrived and functions as expected.  Great way to get the kids newer iPhones but refurbished so nice price point.,5.0
855,N/a,4.0
856,"Amazing phone , my grandson love it",5.0
857,Great for my 1O year old!,5.0
858,Phone came looking perfect and working great it was a little laggy but its worth it. Unfortunately it started to glitch BAD after having it for a year or so. I had to get a new phone but overall it worked for the time i needed it to.,4.0
859,Screen came scratched on grade excellent. Last time I go this route.,1.0
860,"This phone is brand new in top tier condition. The phone works perfectly, while I do love the black sleekness it is very thin on the black due to the glass but that’s apples make so just get a great case and you’ll be fine.",5.0
861,"The facial recognition did not work, the battery life was horrible the phone would shut down in the middle of 30% or 20% and the screen filled with red and green lines to where it was hard to see anything on the screen also the top right of the screen would not react to touch at all.",1.0
862,Mine arrived with some scuff marks around the camera and a cracked screen protector but other than that pretty good item and works normally,3.0
863,over all is excellent,4.0
864,"I love the screen size, but the battery life hasn’t been the best.",5.0
865,It pretty much felt like I got a new iPhone. There were a few very small minor scratches on the screen but they weren’t very noticeable. Functions fine and didn’t see any problems with it.,5.0
866,Good phone all n all,4.0
867,I love it,5.0
868,Funciona como nuevo.,5.0
869,"Great Quaility , almost new !!!",5.0
870,"The phone arrived quickly and in great condition. I took the SIM card from my old phone and restored the new one from backup. Took a few hours mainly due to the IOS update from Apple prior to restore. By morning it was all done. Screen, camera and buttons all work well. Much better than spending a lot of money for a new phone I really didn’t need.",5.0
871,"En excelente estado, estéticamente 10/10, funcionalmente por ahora 10/10, gran compra",5.0
872,Nothing,5.0
873,I literally loved everything about it the seller was really fast to ship and it does connect to boost mobile,5.0
874,"Can barely hear, volume very low",2.0
875,Excellent iPhone that is in almost new condition. The only sign of use was the battery which was still at 89% charge. I highly recommend it.,5.0
876,I absolutely love my first iphone just like NEW!,5.0
877,I have had this phone for a few months now. It has little to no issues. There were no scratches that I could personally see and the set up was super easy. the box it came in was a little sketchy. there wasn't a whole lot of protection around the phone but I mean the phone came in almost perfect condition. The battery life is a little crappy. total charge is at 86% and it does die a little faster than I would like but that is manageable just by turning on battery saver mode. maybe it is just an iPhone thing but some of the apps will say they have notifications but when I go into them nothing shows up. Seeing as this is really my first iPhone I would say its pretty good.,4.0
